name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
22,Red (Deluxe Edition),10/22/2012,6.0,3bIxTsfeNMO7Nt2J3EUKrA,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,0.00215,0.658,,0.0013,0.0752,-6.561,0.0378,104.007,0.668,57.0,
I Almost Do,Red (Deluxe Edition),10/22/2012,7.0,31pEV5lPJi7btskZoUr2yu,spotify:track:31pEV5lPJi7btskZoUr2yu,0.0173,0.567,0.481,,0.182,,0.027,145.865,0.233,48.0,242573.0
We Are Never Ever Getting Back Together,Red (Deluxe Edition),10/22/2012,8.0,1OYARuagDrpgNNQ4loO1Cs,spotify:track:1OYARuagDrpgNNQ4loO1Cs,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,0.75,52.0,191880.0
Stay Stay Stay,Red (Deluxe Edition),10/22/2012,9.0,1x0J8LFX23d5h1zzuzZorc,spotify:track:1x0J8LFX23d5h1zzuzZorc,0.307,,0.748,,0.09,-6.67,0.0245,99.981,0.928,48.0,
The Last Time,Red (Deluxe Edition),10/22/2012,10.0,7vvIpJZye5cRR6De1LKM0m,spotify:track:7vvIpJZye5cRR6De1LKM0m,,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,49.0,298293.0
Holy Ground,Red (Deluxe Edition),10/22/2012,11.0,,spotify:track:5d2Kn9oAAh9S2EbyCo1i52,0.0162,0.627,0.816,0.00208,0.0966,,0.0774,,0.648,47.0,201853.0
Sad Beautiful Tragic,Red (Deluxe Edition),10/22/2012,12.0,5QKhg4r4Ibt0LVTmWEXTEg,spotify:track:5QKhg4r4Ibt0LVTmWEXTEg,0.632,,,0.0337,0.121,-12.411,0.029,129.987,0.261,45.0,
The Lucky One,Red (Deluxe Edition),10/22/2012,13.0,2wtHlpYSgC7xEdD3DrSHNL,spotify:track:2wtHlpYSgC7xEdD3DrSHNL,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,,0.545,46.0,240133.0
,Red (Deluxe Edition),10/22/2012,14.0,7gdwoOmi258QJq0hmQ4hto,spotify:track:7gdwoOmi258QJq0hmQ4hto,0.36,0.624,0.458,3.89e-06,0.303,,0.0287,80.017,0.436,49.0,243933.0
Starlight,Red (Deluxe Edition),10/22/2012,15.0,0vqI4ZIMuifeKeItGiWbPj,spotify:track:0vqI4ZIMuifeKeItGiWbPj,0.0213,0.649,0.777,0.000335,0.221,-5.804,,126.018,0.587,45.0,217826.0
Begin Again,,10/22/2012,16.0,48A0aShHlovDfTMucMrE66,spotify:track:48A0aShHlovDfTMucMrE66,0.199,0.53,,3.52e-06,0.232,-8.349,0.0263,79.025,,,237613.0
The Moment I Knew,Red (Deluxe Edition),10/22/2012,,5AsmAjBSSQjRPWgAYIp8tm,spotify:track:5AsmAjBSSQjRPWgAYIp8tm,0.187,0.62,0.506,1.47e-05,0.102,-7.327,,126.015,0.275,44.0,285560.0
Come Back...Be Here,,,18.0,4qyalTRMRH5YuEntvvMvq0,spotify:track:4qyalTRMRH5YuEntvvMvq0,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,,79.926,,49.0,222706.0
Girl At Home,Red (Deluxe Edition),10/22/2012,19.0,6cf6rLb8qcklvJv90W6HCW,spotify:track:6cf6rLb8qcklvJv90W6HCW,0.272,0.733,0.59,0.0,0.136,-5.86,0.0284,125.048,0.633,41.0,220320.0
Treacherous - Original Demo Recording,Red (Deluxe Edition),10/22/2012,20.0,7BT9K9BDqq6HI2oWH5UMZQ,spotify:track:7BT9K9BDqq6HI2oWH5UMZQ,0.175,0.828,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,0.519,,239720.0
Red - Original Demo Recording,Red (Deluxe Edition),10/22/2012,21.0,4mqgn90sCeVSYqcoftTQTd,spotify:track:4mqgn90sCeVSYqcoftTQTd,0.113,0.678,0.902,,0.0722,-4.659,0.0358,,0.637,39.0,226280.0
State Of Grace - Acoustic,Red (Deluxe Edition),,22.0,5G9AVKld9q7DCrmoY42raf,spotify:track:5G9AVKld9q7DCrmoY42raf,0.664,,,0.000169,0.127,-15.91,0.0305,105.597,,42.0,323080.0
State Of Grace - Commentary,Red (Big Machine Radio Release Special),10/22/2012,1.0,7HbZuazpPbDDMkb8Tmvxq0,,0.821,,0.364,0.0,0.14,-11.709,0.912,88.084,,25.0,90440.0
State Of Grace,Red (Big Machine Radio Release Special),10/22/2012,,5gl2F1AWDQlUFzXwA4uY72,,0.000197,0.588,,0.00138,0.0884,-5.882,0.0328,129.968,0.397,30.0,295720.0
Red - Commentary,Red (Big Machine Radio Release Special),10/22/2012,3.0,1VW4AEDihVs3BQB6KnTYIY,spotify:track:1VW4AEDihVs3BQB6KnTYIY,0.719,0.754,0.266,0.0,0.137,-11.695,0.879,92.483,0.487,25.0,64442.0
Red,Red (Big Machine Radio Release Special),10/22/2012,4.0,4yBEU0askBZzE2XEVdEwmx,spotify:track:4yBEU0askBZzE2XEVdEwmx,0.0773,0.602,,8.87e-05,0.0911,-4.267,0.0437,124.978,0.641,61.0,223093.0
,,10/22/2012,,3lD0QBGaxvoc9WBDnGHFUi,spotify:track:3lD0QBGaxvoc9WBDnGHFUi,0.7,0.634,0.357,0.0,0.185,,0.956,173.317,0.497,24.0,55288.0
Treacherous,Red (Big Machine Radio Release Special),10/22/2012,6.0,6xlCHgsZanRIBaS3yokshA,spotify:track:6xlCHgsZanRIBaS3yokshA,0.101,,0.621,4.3e-06,0.14,-8.086,0.0334,,0.395,,242760.0
I Knew You Were Trouble. - Commentary,Red (Big Machine Radio Release Special),,7.0,2vTjAIZbfW7W8NGBOZ5rK5,spotify:track:2vTjAIZbfW7W8NGBOZ5rK5,0.86,0.679,0.35,0.0,,-11.252,0.889,87.576,0.598,25.0,67355.0
I Knew You Were Trouble.,Red (Big Machine Radio Release Special),10/22/2012,8.0,6FB3v4YcR57y4tXFcdxI1E,spotify:track:6FB3v4YcR57y4tXFcdxI1E,0.00454,0.622,0.469,,0.0335,,0.0363,77.019,0.679,77.0,219720.0
All Too Well - Commentary,Red (Big Machine Radio Release Special),10/22/2012,9.0,1yVVoBDzSkFkZRWtq9x3u1,spotify:track:1yVVoBDzSkFkZRWtq9x3u1,0.841,0.806,0.362,0.0,,-12.527,0.926,123.849,0.75,25.0,45862.0
All Too Well,Red (Big Machine Radio Release Special),10/22/2012,10.0,7HH8rEmkK5JENnv869MDCz,spotify:track:7HH8rEmkK5JENnv869MDCz,0.0382,,0.609,0.0002,0.128,-7.803,0.0243,93.06,0.337,41.0,
22 - Commentary,,10/22/2012,,1wePVBS4L6xhCvVUItPAZQ,,,0.757,0.367,0.0,0.127,-10.56,0.919,133.933,0.51,25.0,63016.0
22,Red (Big Machine Radio Release Special),10/22/2012,12.0,6ce41JVa6KFaryfmC2bu2W,,0.00215,0.661,0.729,,0.0477,-6.561,0.0376,103.987,0.668,,232120.0
I Almost Do - Commentary,,10/22/2012,13.0,2rLYkfJSgTPtOTLjYEdozL,spotify:track:2rLYkfJSgTPtOTLjYEdozL,0.845,,0.232,0.0,,-11.455,0.805,,0.648,25.0,52625.0
I Almost Do,Red (Big Machine Radio Release Special),10/22/2012,,4Ar3jciiuPXAMGjQpMWo34,spotify:track:4Ar3jciiuPXAMGjQpMWo34,,0.567,0.481,4.13e-05,0.182,-7.357,0.027,,0.233,31.0,244560.0
We Are Never Ever Getting Back Together - Commentary,Red (Big Machine Radio Release Special),10/22/2012,15.0,0kfTOGpi5eZCBxcRF5LFIh,spotify:track:0kfTOGpi5eZCBxcRF5LFIh,0.811,0.701,0.312,0.0,0.131,-11.818,,,0.538,,
,Red (Big Machine Radio Release Special),10/22/2012,16.0,0VwNdo84DaVYLIkbVO86ND,spotify:track:0VwNdo84DaVYLIkbVO86ND,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,0.75,75.0,193146.0
Stay Stay Stay - Commentary,Red (Big Machine Radio Release Special),10/22/2012,17.0,4sFwzqXqNcNV3cTyTybq0M,spotify:track:4sFwzqXqNcNV3cTyTybq0M,0.785,0.729,0.281,0.0,0.153,-11.491,,77.449,0.651,,119456.0
,Red (Big Machine Radio Release Special),10/22/2012,,5A4PQqcpYb0vD1zx5DlObS,,,0.729,0.748,1.29e-06,,-6.67,,99.981,0.928,,205853.0
The Last Time - Commentary,Red (Big Machine Radio Release Special),10/22/2012,,22Zg9JjEgM0JV5HvLXNJAh,,0.819,,0.371,0.0,0.124,-12.403,0.951,94.766,0.49,24.0,
The Last Time,Red (Big Machine Radio Release Special),,20.0,,spotify:track:4L9QDCVNWIFhf2yr8iMvzA,,0.505,0.443,3.15e-06,0.0906,-7.039,,94.069,0.123,30.0,299013.0
Holy Ground - Commentary,Red (Big Machine Radio Release Special),10/22/2012,,,spotify:track:0HTZpLa2SjBmuJ6zJ7OqMm,0.86,0.756,0.297,0.0,,,0.957,87.227,0.471,24.0,79998.0
Holy Ground,Red (Big Machine Radio Release Special),10/22/2012,22.0,5iZzl5YlcJaEZjFCcv9j2h,spotify:track:5iZzl5YlcJaEZjFCcv9j2h,0.0162,0.627,0.816,,0.0965,-6.698,0.0774,157.043,0.648,28.0,202960.0
,Red (Big Machine Radio Release Special),10/22/2012,23.0,3rMskQgCc54bAQUfE0U4Fw,spotify:track:3rMskQgCc54bAQUfE0U4Fw,0.794,0.747,0.413,0.0,0.175,-12.898,0.953,84.382,0.415,24.0,
Sad Beautiful Tragic,Red (Big Machine Radio Release Special),10/22/2012,,5qD1xj5lXOaX1ZDpVKZeF3,spotify:track:5qD1xj5lXOaX1ZDpVKZeF3,0.632,0.624,0.34,0.0337,0.0805,-12.411,0.029,129.987,0.261,28.0,284866.0
The Lucky One - Commentary,Red (Big Machine Radio Release Special),10/22/2012,25.0,1J22bFnVC6Rmjxby941PDf,spotify:track:1J22bFnVC6Rmjxby941PDf,,0.668,0.329,0.0,0.143,-12.858,0.954,78.286,0.355,24.0,73455.0
,Red (Big Machine Radio Release Special),10/22/2012,26.0,3m4mW6nG5V94FkGBE1YvRG,spotify:track:3m4mW6nG5V94FkGBE1YvRG,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,,,29.0,240266.0
Everything Has Changed - Commentary,,10/22/2012,27.0,633FwmKmrHWn6sLTL3db72,spotify:track:633FwmKmrHWn6sLTL3db72,0.718,0.785,0.306,0.0,0.242,-13.125,0.896,101.873,0.558,24.0,57768.0
Everything Has Changed,Red (Big Machine Radio Release Special),10/22/2012,28.0,3Z1kZKYfRC8iRXnYeC5sCJ,spotify:track:3Z1kZKYfRC8iRXnYeC5sCJ,,0.624,,3.89e-06,0.311,-6.755,,,0.436,66.0,245413.0
,Red (Big Machine Radio Release Special),10/22/2012,29.0,2ag2oLCwlFIA88hQrLMHzv,spotify:track:2ag2oLCwlFIA88hQrLMHzv,0.809,0.707,0.315,0.0,0.2,-11.719,0.927,134.89,0.702,24.0,
Starlight,Red (Big Machine Radio Release Special),10/22/2012,30.0,,spotify:track:2D1BGzlocoxwNBBf2nMwMk,0.0213,0.649,,0.000335,0.21,-5.804,0.0406,126.018,0.587,29.0,220600.0
Begin Again - Commentary,Red (Big Machine Radio Release Special),10/22/2012,31.0,3JayaISg308IVZhUY0XUXe,spotify:track:3JayaISg308IVZhUY0XUXe,0.709,0.677,0.286,0.0,0.141,-12.23,0.934,95.371,0.656,,65305.0
Begin Again,Red (Big Machine Radio Release Special),10/22/2012,,4uoyvFGK43Of4v9tj0moxC,spotify:track:4uoyvFGK43Of4v9tj0moxC,0.199,0.53,,3.52e-06,0.14,-8.349,0.0263,79.025,0.323,56.0,239426.0
State Of Grace - Karaoke Version,Red (Karaoke Version),10/22/2012,1.0,7r7RyzNBFfTRH9NRVBrFhJ,,3.3e-05,0.545,0.886,0.885,0.0888,-7.44,,129.986,0.223,0.0,298070.0
Red - Karaoke Version,Red (Karaoke Version),,2.0,1AjXK5Gi1kkMRYGBjALDMr,spotify:track:1AjXK5Gi1kkMRYGBjALDMr,0.00174,0.611,0.871,,0.0914,-6.24,0.0313,,0.675,0.0,223698.0
Treacherous - Karaoke Version,,10/22/2012,3.0,,spotify:track:4wZTdfvAQRf3azGSLhNY9H,0.00516,0.685,0.645,0.46,0.129,,0.026,110.015,0.406,0.0,243643.0
I Knew You Were Trouble. - Karaoke Version,Red (Karaoke Version),10/22/2012,4.0,4EwrLjUsIF0PINB6sLZj3l,spotify:track:4EwrLjUsIF0PINB6sLZj3l,0.000886,,0.353,0.0694,0.0456,-8.935,0.0466,77.018,0.558,0.0,220852.0
All Too Well - Karaoke Version,Red (Karaoke Version),10/22/2012,5.0,3To1MBLD7WqFoWEeiLDBzq,spotify:track:3To1MBLD7WqFoWEeiLDBzq,0.00669,,0.64,0.745,0.148,-10.02,0.0281,93.004,,0.0,330766.0
22 - Karaoke Version,Red (Karaoke Version),10/22/2012,6.0,5BIHTqXmBBdfdScTVyzUts,spotify:track:5BIHTqXmBBdfdScTVyzUts,7.89e-05,,0.693,0.739,0.0621,-8.138,0.0325,103.998,0.647,0.0,233003.0
I Almost Do - Karaoke Version,Red (Karaoke Version),10/22/2012,7.0,47D2v5qxq9BFVQV1cH5P8w,spotify:track:47D2v5qxq9BFVQV1cH5P8w,0.0144,0.576,0.493,0.704,0.148,-9.318,0.0306,146.065,0.183,0.0,245451.0
We Are Never Ever Getting Back Together - Karaoke Version,Red (Karaoke Version),10/22/2012,8.0,6t9JL24FVFzXtpLlp6x5tZ,,0.000137,,0.574,0.716,,-8.42,0.0375,85.977,,0.0,194706.0
Stay Stay Stay - Karaoke Version,Red (Karaoke Version),10/22/2012,9.0,6qOF7qaj6vWfBIDyaUfFvP,spotify:track:6qOF7qaj6vWfBIDyaUfFvP,0.167,0.625,0.823,,0.102,-8.443,0.0326,99.991,0.75,,207693.0
,Red (Karaoke Version),10/22/2012,10.0,2mz69DJOIt4b1xxfxiJbBy,,0.00167,0.462,0.418,0.696,0.102,,0.0328,94.009,0.105,0.0,301172.0
Holy Ground - Karaoke Version,Red (Karaoke Version),10/22/2012,11.0,6Bey6yUpkCDaIWotHLhbQm,spotify:track:6Bey6yUpkCDaIWotHLhbQm,0.0028,,0.767,0.743,0.0892,,0.0492,157.03,0.675,,204688.0
Sad Beautiful Tragic - Karaoke Version,Red (Karaoke Version),10/22/2012,12.0,5yq6Ecb9LQvFS5rJCtPKLO,spotify:track:5yq6Ecb9LQvFS5rJCtPKLO,0.611,0.668,0.359,0.802,0.078,-13.971,0.0322,129.997,,0.0,286552.0
The Lucky One - Karaoke Version,Red (Karaoke Version),10/22/2012,13.0,7L0RPhAgKzWRLSxdtkrXFT,spotify:track:7L0RPhAgKzWRLSxdtkrXFT,0.00856,0.83,0.399,0.761,0.194,-10.846,0.0549,117.981,0.557,0.0,242951.0
Everything Has Changed - Karaoke Version,Red (Karaoke Version),10/22/2012,14.0,536W1zo5ngO1mOTRG8cg6G,spotify:track:536W1zo5ngO1mOTRG8cg6G,0.123,,0.476,0.746,0.345,-10.418,0.065,79.987,0.283,0.0,246807.0
Starlight - Karaoke Version,Red (Karaoke Version),10/22/2012,15.0,5v18oNV2JRQwbnCHTWILdH,spotify:track:5v18oNV2JRQwbnCHTWILdH,0.000686,0.606,0.668,0.835,0.238,-7.887,0.0302,126.023,0.452,0.0,220645.0
,Red (Karaoke Version),,16.0,6W7G1EvtEMkSJkQFnWnpu1,spotify:track:6W7G1EvtEMkSJkQFnWnpu1,0.0564,,0.537,,0.111,-10.591,0.0282,78.981,0.375,,237600.0
State Of Grace - Karaoke Version,Red,10/22/2012,1.0,2CUK34XwIWbs6J4ZJ5cFdU,,3.3e-05,,0.886,0.885,0.0888,-7.44,0.0358,129.986,0.223,7.0,298070.0
Red - Karaoke Version,,10/22/2012,2.0,,spotify:track:2tYdjm4wmx4LaxihipeFXC,0.00174,0.611,0.871,0.369,0.0914,-6.24,0.0313,,,9.0,
,Red,,3.0,,spotify:track:28d5SkpM2XwX3iDrOJE9JZ,0.00516,0.685,0.645,0.46,0.129,-10.147,0.026,110.015,0.406,6.0,243643.0
I Knew You Were Trouble. - Karaoke Version,Red,10/22/2012,4.0,,spotify:track:0gbBxe4PLriS6H3QijPsUq,0.000886,0.686,0.353,0.0694,0.0456,-8.935,0.0466,77.018,0.558,10.0,220852.0
All Too Well - Karaoke Version,Red,10/22/2012,5.0,,spotify:track:3dWmDfq6hyHsJQG7BdGaWS,0.00669,0.597,0.64,0.745,0.148,,0.0281,93.004,0.298,13.0,330766.0
22 - Karaoke Version,Red,10/22/2012,6.0,0LBW7lkY7L8cQUXXB16bXO,spotify:track:0LBW7lkY7L8cQUXXB16bXO,7.89e-05,0.619,0.693,0.739,0.0621,-8.138,,103.998,0.647,7.0,233003.0
I Almost Do - Karaoke Version,Red,10/22/2012,7.0,2L3QJeJer1VeCLM7Belldq,spotify:track:2L3QJeJer1VeCLM7Belldq,0.0144,0.576,0.493,0.704,0.148,-9.318,0.0306,146.065,,5.0,245451.0
We Are Never Ever Getting Back Together - Karaoke Version,Red,10/22/2012,8.0,1DSPw5AERmvyd9peYG3D48,spotify:track:1DSPw5AERmvyd9peYG3D48,,0.59,0.574,0.716,0.0483,-8.42,0.0375,,0.571,7.0,194706.0
Stay Stay Stay - Karaoke Version,Red,10/22/2012,9.0,6c38bS1QsXCuqxycGAgoRH,,0.167,0.625,0.823,0.431,0.102,-8.443,0.0326,,0.75,4.0,207693.0
The Last Time - Karaoke Version,Red,10/22/2012,10.0,3vM04liQIPwzatRCDvWvba,,,0.462,0.418,0.696,0.102,-9.971,0.0328,94.009,0.105,,301172.0
Holy Ground - Karaoke Version,Red,10/22/2012,11.0,1RHdL2SIWNrv5uChsGuHWP,spotify:track:1RHdL2SIWNrv5uChsGuHWP,0.0028,0.628,0.767,0.743,0.0892,-8.401,0.0492,157.03,0.675,5.0,204688.0
Sad Beautiful Tragic - Karaoke Version,Red,10/22/2012,12.0,7xZbFLqqa1dbwDNMFZryE7,spotify:track:7xZbFLqqa1dbwDNMFZryE7,0.611,0.668,0.359,0.802,0.078,-13.971,0.0322,129.997,0.285,5.0,286552.0
The Lucky One - Karaoke Version,,10/22/2012,13.0,6UndbaRk1yOrD5NGR9tDWb,spotify:track:6UndbaRk1yOrD5NGR9tDWb,0.00856,,0.399,0.761,0.194,-10.846,0.0549,117.981,0.557,5.0,
,Red,10/22/2012,14.0,2XD0r1dj4JinxYTSYx71fe,spotify:track:2XD0r1dj4JinxYTSYx71fe,0.123,0.578,0.476,0.746,0.345,-10.418,0.065,79.987,0.283,6.0,246807.0
Starlight - Karaoke Version,Red,10/22/2012,,7DsgoKz3zlCb2zvMU062oo,,0.000686,0.606,0.668,0.835,0.238,-7.887,0.0302,126.023,0.452,4.0,
,Red,10/22/2012,16.0,2I2RxGMfoXihaLV68CJzm7,spotify:track:2I2RxGMfoXihaLV68CJzm7,0.0564,0.456,0.537,0.918,,-10.591,0.0282,78.981,0.375,6.0,237600.0
State Of Grace - Instrumental With Background Vocals,,10/22/2012,1.0,4pvmbMjyRH4tKJiw1CjWic,spotify:track:4pvmbMjyRH4tKJiw1CjWic,3.3e-05,,0.886,0.885,0.0891,,,129.986,0.223,,
Red - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,2.0,3lHGtCM2wOkqxBdn6pihJs,spotify:track:3lHGtCM2wOkqxBdn6pihJs,,0.612,0.871,0.374,0.0913,,0.0304,124.989,0.695,9.0,220826.0
,,10/22/2012,3.0,,spotify:track:1TSPz0XU6Xu62x06eBtcyA,0.00531,0.689,0.631,,0.129,-10.183,0.0258,110.04,0.367,6.0,240773.0
,Taylor Swift Karaoke: Red,10/22/2012,4.0,1MDcFu6z8XNDGFyh5FIHee,spotify:track:1MDcFu6z8XNDGFyh5FIHee,0.000588,0.688,0.353,0.0334,0.0481,-8.936,0.0468,77.001,0.551,8.0,217973.0
All Too Well - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,,5.0,4foqCyc68cBj3D0yFxsI3j,spotify:track:4foqCyc68cBj3D0yFxsI3j,0.00578,0.599,0.64,0.74,0.134,-10.061,0.0284,93.014,0.306,13.0,327893.0
,Taylor Swift Karaoke: Red,10/22/2012,6.0,,,9.27e-05,0.622,0.691,0.781,0.0603,-8.139,0.0319,103.989,0.684,6.0,230133.0
I Almost Do - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,7.0,1B6UHn92SZSGOwXheAKAb9,spotify:track:1B6UHn92SZSGOwXheAKAb9,0.0145,0.578,0.495,0.711,0.148,-9.351,0.0304,146.034,0.199,5.0,242573.0
We Are Never Ever Getting Back Together - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,8.0,46GNHUdBuPGnbyTlyv73px,spotify:track:46GNHUdBuPGnbyTlyv73px,0.000123,0.597,0.589,0.753,0.0625,-8.535,0.0389,86.005,0.58,8.0,191880.0
Stay Stay Stay - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,9.0,6HCWHsGF3YM6BPnow9MkIR,spotify:track:6HCWHsGF3YM6BPnow9MkIR,0.158,0.629,0.825,0.44,0.0918,-8.462,0.032,100.002,0.74,4.0,
The Last Time - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,10.0,,spotify:track:1KSIi6WxUELZIf98N0yz9a,0.00147,0.459,0.409,0.688,0.103,,0.0323,94.015,0.11,3.0,298293.0
Holy Ground - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,11.0,6jHHWbARBOwQUqtAnNKMN6,spotify:track:6jHHWbARBOwQUqtAnNKMN6,0.00384,0.629,0.757,0.745,,-8.366,0.0512,157.02,0.623,4.0,201853.0
Sad Beautiful Tragic - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,12.0,5XSPL0XMNxpeVV99iQQ7IX,spotify:track:5XSPL0XMNxpeVV99iQQ7IX,0.629,,0.356,0.806,0.123,-13.96,0.0331,129.965,,4.0,
,Taylor Swift Karaoke: Red,10/22/2012,13.0,0PPT0FWjjipsLfdNo0jqfx,spotify:track:0PPT0FWjjipsLfdNo0jqfx,0.0104,0.831,0.4,0.697,0.123,-10.782,,,0.608,4.0,240133.0
Everything Has Changed - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,14.0,5cXTESo2BLCYwmUKF2uE8A,,0.124,0.581,0.469,0.757,0.366,-10.42,0.0621,80.048,0.269,,243933.0
Starlight - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,,15.0,6yulzkix69bLw7WP7TAUfU,spotify:track:6yulzkix69bLw7WP7TAUfU,0.000825,0.609,0.652,0.88,,-7.972,0.0303,126.025,,3.0,217826.0
Begin Again - Instrumental With Background Vocals,Taylor Swift Karaoke: Red,10/22/2012,,4qYZFWPHpNEZDICGCwqgrv,,0.067,,0.526,0.912,0.103,,0.0281,78.966,0.381,,237613.0
Mine - POP Mix,Speak Now (Japanese Version),10/25/2010,,4wLBRunveZpcCuivglwFPa,spotify:track:4wLBRunveZpcCuivglwFPa,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,,,0.692,,230546.0
Sparks Fly,Speak Now (Japanese Version),10/25/2010,2.0,2lCii9ugWIOMGLKO5dj5WP,spotify:track:2lCii9ugWIOMGLKO5dj5WP,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,,260946.0
Back To December,Speak Now (Japanese Version),,3.0,4moQek8ZD57EpFHby1uyOu,spotify:track:4moQek8ZD57EpFHby1uyOu,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,16.0,293040.0
Speak Now,Speak Now (Japanese Version),10/25/2010,4.0,7rkOO7Zbr9WimwXQ7Ojfw0,spotify:track:7rkOO7Zbr9WimwXQ7Ojfw0,,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,16.0,240773.0
,Speak Now (Japanese Version),10/25/2010,5.0,5tMJg8uuZ6tBPRvL37sab7,spotify:track:5tMJg8uuZ6tBPRvL37sab7,0.183,0.583,0.468,1.65e-06,0.111,-5.378,,119.375,0.126,11.0,403933.0
Mean,Speak Now (Japanese Version),10/25/2010,6.0,2xlZZrMV7pWOUnjiWcjKv2,spotify:track:2xlZZrMV7pWOUnjiWcjKv2,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,,237746.0
The Story Of Us,Speak Now (Japanese Version),10/25/2010,7.0,0cteXFnxe5gctzwP5rJqXA,spotify:track:0cteXFnxe5gctzwP5rJqXA,,0.575,0.855,0.00161,,-4.827,0.0467,139.92,0.84,13.0,265680.0
Never Grow Up,Speak Now (Japanese Version),10/25/2010,,3b0eiZ5V0KgGaeuwpql2Gp,spotify:track:3b0eiZ5V0KgGaeuwpql2Gp,0.829,0.715,0.308,0.0,0.16,,,124.899,0.547,,290480.0
Enchanted,,10/25/2010,9.0,7tWnXrOMtM7vzOnm27xoQD,spotify:track:7tWnXrOMtM7vzOnm27xoQD,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,,0.228,16.0,352200.0
Better Than Revenge,Speak Now (Japanese Version),10/25/2010,10.0,5Ivr5c3f3WNXjBHhtsL19v,spotify:track:5Ivr5c3f3WNXjBHhtsL19v,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,11.0,217173.0
Innocent,Speak Now (Japanese Version),10/25/2010,11.0,1qKyT8DIpxjU3W9m3CkT5d,spotify:track:1qKyT8DIpxjU3W9m3CkT5d,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,,,8.0,302266.0
Haunted,Speak Now (Japanese Version),10/25/2010,12.0,6U32NcAyzs7GwfFckTrvLF,spotify:track:6U32NcAyzs7GwfFckTrvLF,0.0769,,,0.0,,-2.641,0.0581,162.02,0.361,9.0,242093.0
,Speak Now (Japanese Version),10/25/2010,13.0,0qLPFc6NZR3bIpiP7VglGd,spotify:track:0qLPFc6NZR3bIpiP7VglGd,0.581,,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,9.0,367146.0
,Speak Now (Japanese Version),10/25/2010,14.0,56qtaBXJlPx9Z41ucQeWcK,spotify:track:56qtaBXJlPx9Z41ucQeWcK,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,11.0,317960.0
Back To December,Speak Now (Japanese Version),10/25/2010,15.0,2fmoOd2vrmOZn50Vk9qUMa,spotify:track:2fmoOd2vrmOZn50Vk9qUMa,0.113,0.525,0.676,0.0,0.294,,0.0294,,0.281,10.0,293040.0
The Story Of Us,Speak Now (Japanese Version),10/25/2010,16.0,0zcJ2N8nyYXF0rkO9MOiUU,spotify:track:0zcJ2N8nyYXF0rkO9MOiUU,0.00487,0.546,0.809,0.000372,0.0437,-3.621,0.041,139.91,0.649,12.0,266480.0
Sparks Fly - Live/2011,,10/25/2010,1.0,1aBJNc2thaKyh5THWzIqHX,,0.00917,0.455,0.783,0.0,0.918,-5.184,0.0393,114.981,0.298,47.0,336826.0
Mine - Live/2011,Speak Now World Tour Live,10/25/2010,2.0,7yndkPYP6YQQLBpPsizDfh,spotify:track:7yndkPYP6YQQLBpPsizDfh,0.00233,0.496,0.852,0.0,0.554,-4.775,0.0373,120.969,0.442,45.0,259279.0
The Story Of Us - Live,Speak Now World Tour Live,10/25/2010,3.0,72GIZuUXo14oyrS0si3Rgc,spotify:track:72GIZuUXo14oyrS0si3Rgc,0.00048,0.419,0.908,0.0,0.815,,0.0651,139.813,0.472,46.0,290520.0
